UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
20:26:13, 74, 8, 101660, 0.05, 265.70, 13.59, 83.85,  , -37.794543, 144.962018, 0
20:26:15, 74, 8, 101658, 0.05, 265.70, 13.60, 83.75,  ,  ,  , 0
20:26:16, 74, 8, 101658, 0.05, 265.70, 13.63, 83.75,  , -37.794550, 144.962022, 0
20:26:18, 74, 8, 101659, 0.15, 265.70, 13.67, 83.75,  ,  ,  , 0
20:26:19, 74, 8, 101660, 0.10, 265.70, 13.67, 83.70, 17.2, -37.794548, 144.962023, 0
20:26:20, 74, 8, 101660, 0.25, 265.70, 13.66, 83.70,  ,  ,  , 0
20:26:21, 74, 8, 101660, 0.20, 265.70, 13.65, 83.65,  ,  ,  , 0
20:26:22, 74, 8, 101660, 0.20, 265.70, 13.62, 83.60,  , -37.794543, 144.962020, 0
20:26:23, 74, 8, 101660, 0.20, 265.70, 13.60, 83.55,  ,  ,  , 0
20:26:24, 74, 8, 101660, 0.05, 265.70, 13.58, 83.50,  ,  ,  , 0
20:26:25, 74, 8, 101660, 0.05, 265.70, 13.55, 83.55,  , -37.794543, 144.962018, 0
20:26:26, 74, 8, 101661, 0.35, 193.40, 13.53, 83.60,  ,  ,  , 0
20:26:27, 74, 8, 101662, 0.05, 193.40, 13.50, 83.65,  ,  ,  , 0
20:26:28, 74, 8, 101664, 0.10, 193.40, 13.47, 83.75,  , -37.794550, 144.962018, 0
20:26:29, 74, 8, 101663, 0.50, 48.10, 13.47, 83.85,  ,  ,  , 0
20:26:30, 74, 8, 101662, 0.30, 48.10, 13.47, 83.80,  ,  ,  , 0
20:26:31, 74, 8, 101662, 0.25, 48.10, 13.48, 83.75,  , -37.794540, 144.962022, 0
20:26:33, 74, 8, 101660, 0.20, 247.70, 13.53, 83.75,  ,  ,  , 0
20:26:34, 74, 8, 101660, 0.20, 247.70, 13.53, 83.80,  , -37.794548, 144.962012, 0
20:26:35, 74, 8, 101660, 0.30, 252.30, 13.53, 83.85,  ,  ,  , 0
20:26:36, 74, 8, 101660, 0.25, 252.30, 13.53, 83.85,  ,  ,  , 0
20:26:37, 74, 8, 101660, 0.10, 252.30, 13.51, 83.85,  , -37.794548, 144.962003, 0
20:26:38, 74, 8, 101658, 0.50, 156.00, 13.51, 83.85,  ,  ,  , 0
20:26:39, 74, 8, 101657, 0.10, 156.00, 13.51, 83.85,  ,  ,  , 0
20:26:40, 74, 8, 101656, 0.05, 156.00, 13.51, 83.70,  , -37.794552, 144.962007, 0
20:26:41, 74, 8, 101656, 0.15, 156.00, 13.50, 83.65,  ,  ,  , 0.1
20:26:42, 74, 8, 101655, 0.15, 156.00, 13.48, 83.55,  ,  ,  , 0
20:26:43, 74, 8, 101656, 0.05, 156.00, 13.48, 83.50,  , -37.794553, 144.962010, 0
20:26:45, 74, 8, 101656, 0.15, 156.00, 13.48, 83.55,  ,  ,  , 0
20:26:46, 74, 8, 101656, 0.05, 156.00, 13.47, 83.60, 17.5, -37.794557, 144.962010, 0
20:26:47, 74, 8, 101656, 0.10, 156.00, 13.47, 83.55,  ,  ,  , 0
20:26:48, 74, 8, 101656, 0.10, 156.00, 13.46, 83.55,  ,  ,  , 0
20:26:49, 74, 8, 101656, 0.10, 156.00, 13.46, 83.55,  , -37.794557, 144.962007, 0
20:26:50, 74, 8, 101656, 0.10, 156.00, 13.46, 83.60,  ,  ,  , 0
20:26:51, 74, 8, 101657, 0.10, 156.00, 13.44, 83.60,  ,  ,  , 0
20:26:52, 74, 8, 101658, 0.10, 156.00, 13.42, 83.65,  , -37.794563, 144.962005, 0
20:26:53, 74, 8, 101657, 0.25, 156.00, 13.40, 83.65,  ,  ,  , 0
20:26:54, 74, 8, 101656, 0.10, 156.00, 13.39, 83.70,  ,  ,  , 0
20:26:55, 74, 8, 101656, 0.10, 156.00, 13.36, 83.70,  , -37.794565, 144.962005, 0
20:26:56, 74, 8, 101656, 0.10, 156.00, 13.34, 83.75,  ,  ,  , 0
20:26:57, 74, 8, 101655, 0.10, 156.00, 13.33, 83.75,  ,  ,  , 0
20:26:58, 74, 8, 101656, 0.10, 156.00, 13.31, 83.80,  , -37.794563, 144.962003, 0
20:26:59, 74, 8, 101656, 0.40, 186.90, 13.30, 83.90,  ,  ,  , 0
20:27:00, 74, 8, 101657, 0.15, 186.90, 13.29, 84.00,  ,  ,  , 0
20:27:01, 74, 8, 101658, 0.15, 186.90, 13.28, 84.10,  , -37.794567, 144.962000, 0
20:27:03, 74, 8, 101660, 0.25, 193.60, 13.28, 84.10,  ,  ,  , 0
20:27:04, 74, 8, 101662, 0.15, 193.60, 13.30, 84.10,  , -37.794570, 144.962002, 0
20:27:05, 74, 8, 101660, 0.00, 193.60, 13.32, 84.05,  ,  ,  , 0
20:27:06, 74, 8, 101658, 0.10, 193.60, 13.34, 84.05,  ,  ,  , 0
20:27:07, 74, 8, 101656, 0.10, 193.60, 13.36, 84.00,  , -37.794565, 144.961997, 0
20:27:08, 74, 8, 101657, 0.40, 278.70, 13.38, 84.00,  ,  ,  , 0
20:27:09, 74, 8, 101658, 0.20, 278.70, 13.39, 83.95,  ,  ,  , 0
20:27:10, 74, 8, 101660, 0.10, 278.70, 13.38, 83.90,  , -37.794568, 144.961995, 0
20:27:11, 74, 8, 101659, 0.20, 278.70, 13.39, 83.85,  ,  ,  , 0
20:27:12, 74, 8, 101658, 0.05, 278.70, 13.39, 83.80,  ,  ,  , 0
20:27:13, 74, 8, 101658, 0.05, 278.70, 13.40, 83.80, 17.5, -37.794567, 144.961998, 0
20:27:14, 74, 8, 101658, 0.10, 278.70, 13.40, 83.75,  ,  ,  , 0
20:27:15, 74, 8, 101659, 0.15, 278.70, 13.41, 83.75,  ,  ,  , 0
20:27:16, 74, 8, 101660, 0.10, 278.70, 13.41, 83.70,  , -37.794563, 144.961998, 0
20:27:17, 74, 8, 101660, 0.30, 313.00, 13.44, 83.65,  ,  ,  , 0
20:27:18, 74, 8, 101660, 0.20, 313.00, 13.46, 83.65,  ,  ,  , 0
20:27:19, 74, 8, 101660, 0.05, 313.00, 13.48, 83.60,  , -37.794560, 144.961997, 0
20:27:20, 74, 8, 101659, 0.05, 313.00, 13.51, 83.50,  ,  ,  , 0
20:27:21, 74, 8, 101658, 0.05, 313.00, 13.51, 83.45,  ,  ,  , 0
20:27:22, 74, 8, 101658, 0.10, 313.00, 13.53, 83.45,  , -37.794555, 144.962002, 0
20:27:23, 74, 8, 101658, 0.40, 64.50, 13.53, 83.40,  ,  ,  , 0
20:27:24, 74, 8, 101659, 0.10, 64.50, 13.53, 83.40,  ,  ,  , 0
20:27:25, 74, 8, 101660, 0.15, 64.50, 13.53, 83.40,  , -37.794548, 144.962007, 0
20:27:26, 74, 8, 101659, 0.25, 64.50, 13.53, 83.40,  ,  ,  , 0
20:27:27, 74, 8, 101658, 0.10, 64.50, 13.53, 83.40,  ,  ,  , 0
20:27:28, 74, 8, 101658, 0.10, 64.50, 13.53, 83.40,  , -37.794543, 144.962003, 0
20:27:30, 74, 8, 101659, 0.15, 64.50, 13.53, 83.25,  ,  ,  , 0
20:27:31, 74, 8, 101660, 0.05, 64.50, 13.54, 83.25,  , -37.794540, 144.962005, 0
20:27:33, 74, 8, 101660, 0.20, 265.10, 13.54, 83.35,  ,  ,  , 0
20:27:34, 74, 8, 101660, 0.05, 265.10, 13.54, 83.40,  , -37.794543, 144.962003, 0
20:27:35, 74, 8, 101659, 0.20, 265.10, 13.54, 83.40,  ,  ,  , 0
20:27:36, 74, 8, 101658, 0.05, 265.10, 13.54, 83.30,  ,  ,  , 0
20:27:37, 74, 8, 101658, 0.05, 265.10, 13.54, 83.25,  , -37.794548, 144.962010, 0
20:27:38, 74, 8, 101658, 0.05, 265.10, 13.53, 83.20,  ,  ,  , 0
20:27:39, 74, 8, 101659, 0.15, 265.10, 13.53, 83.15,  ,  ,  , 0
20:27:40, 74, 8, 101660, 0.05, 265.10, 13.54, 83.15, 17.5, -37.794550, 144.962012, 0
20:27:41, 74, 8, 101660, 0.00, 265.10, 13.54, 83.15,  ,  ,  , 0
20:27:42, 74, 8, 101661, 0.05, 265.10, 13.55, 83.15,  ,  ,  , 0
20:27:43, 74, 8, 101662, 0.05, 265.10, 13.56, 83.10,  , -37.794552, 144.962008, 0
20:27:44, 74, 8, 101662, 0.10, 265.10, 13.56, 83.10,  ,  ,  , 0
20:27:45, 74, 8, 101662, 0.30, 265.10, 13.56, 83.05,  ,  ,  , 0
20:27:46, 74, 8, 101662, 0.45, 298.20, 13.56, 83.00,  , -37.794545, 144.962007, 0
20:27:47, 74, 8, 101661, 0.40, 298.20, 13.57, 83.00,  ,  ,  , 0
20:27:48, 74, 8, 101660, 0.20, 298.20, 13.56, 82.95,  ,  ,  , 0
20:27:49, 74, 8, 101660, 0.05, 298.20, 13.56, 82.95,  , -37.794543, 144.962010, 0
20:27:50, 74, 8, 101660, 0.20, 298.20, 13.55, 82.95,  ,  ,  , 0
20:27:51, 74, 8, 101660, 0.15, 298.20, 13.53, 82.95,  ,  ,  , 0
20:27:52, 74, 8, 101660, 0.15, 298.20, 13.51, 82.95,  , -37.794543, 144.962018, 0
20:27:53, 74, 8, 101660, 0.10, 298.20, 13.53, 83.00,  ,  ,  , 0
20:27:54, 74, 8, 101661, 0.15, 298.20, 13.53, 83.00,  ,  ,  , 0
20:27:55, 74, 8, 101662, 0.15, 298.20, 13.53, 83.00,  , -37.794540, 144.962015, 0
20:27:56, 74, 8, 101661, 0.10, 298.20, 13.56, 82.95,  ,  ,  , 0
20:27:57, 74, 8, 101660, 0.10, 298.20, 13.57, 82.95,  ,  ,  , 0
20:27:58, 74, 8, 101660, 0.10, 298.20, 13.60, 82.95,  , -37.794540, 144.962018, 0
20:28:00, 74, 8, 101660, 0.10, 298.20, 13.62, 82.90,  ,  ,  , 0
20:28:01, 74, 8, 101660, 0.10, 298.20, 13.62, 82.90,  , -37.794538, 144.962020, 0
20:28:03, 74, 8, 101661, 0.15, 298.20, 13.63, 82.80,  ,  ,  , 0
20:28:04, 74, 8, 101662, 0.40, 289.70, 13.62, 82.80,  , -37.794540, 144.962013, 0
20:28:06, 74, 8, 101662, 0.05, 285.50, 13.63, 82.75,  ,  ,  , 0
20:28:07, 74, 8, 101662, 0.10, 285.50, 13.63, 82.70, 17.5, -37.794538, 144.962008, 0
20:28:08, 74, 8, 101663, 0.40, 231.90, 13.62, 82.60,  ,  ,  , 0
20:28:09, 74, 8, 101664, 0.40, 260.10, 13.60, 82.65,  ,  ,  , 0
20:28:10, 74, 8, 101666, 0.45, 266.10, 13.58, 82.65,  , -37.794542, 144.961993, 0
20:28:11, 74, 8, 101664, 0.45, 267.10, 13.55, 82.70,  ,  ,  , 0
20:28:12, 74, 8, 101663, 0.25, 267.10, 13.51, 82.75,  ,  ,  , 0
20:28:13, 74, 8, 101662, 0.10, 267.10, 13.48, 82.75,  , -37.794542, 144.961995, 0
20:28:14, 74, 8, 101662, 0.25, 267.10, 13.47, 82.75,  ,  ,  , 0
20:28:15, 74, 8, 101663, 0.25, 267.10, 13.45, 82.80,  ,  ,  , 0
20:28:16, 74, 8, 101664, 0.10, 267.10, 13.42, 82.85,  , -37.794547, 144.962002, 0
20:28:17, 74, 8, 101663, 0.10, 267.10, 13.40, 82.90,  ,  ,  , 0
20:28:18, 74, 8, 101662, 0.05, 267.10, 13.38, 83.00,  ,  ,  , 0
20:28:19, 74, 8, 101662, 0.05, 267.10, 13.36, 83.05,  , -37.794547, 144.962007, 0
20:28:20, 74, 8, 101662, 0.30, 347.60, 13.34, 83.10,  ,  ,  , 0
20:28:21, 74, 8, 101662, 0.15, 347.60, 13.32, 83.15,  ,  ,  , 0
20:28:22, 74, 8, 101662, 0.15, 347.60, 13.31, 83.25,  , -37.794548, 144.962005, 0
20:28:23, 74, 8, 101663, 0.15, 347.60, 13.31, 83.30,  ,  ,  , 0
20:28:24, 74, 8, 101664, 0.15, 347.60, 13.31, 83.35,  ,  ,  , 0
20:28:25, 74, 8, 101666, 0.05, 347.60, 13.32, 83.45,  , -37.794547, 144.962005, 0
20:28:26, 74, 8, 101664, 0.10, 347.60, 13.33, 83.55,  ,  ,  , 0
20:28:27, 74, 8, 101663, 0.10, 347.60, 13.34, 83.60,  ,  ,  , 0
20:28:28, 74, 8, 101662, 0.10, 347.60, 13.36, 83.65,  , -37.794542, 144.962003, 0
20:28:30, 74, 8, 101666, 0.20, 347.60, 13.37, 83.70,  ,  ,  , 0
20:28:31, 73, 7, 101668, 0.15, 347.60, 13.37, 83.70,  , -37.794535, 144.962008, 0
20:28:34, 74, 8, 101662, 0.15, 347.60, 13.34, 83.70, 17.2, -37.794535, 144.962008, 0
20:28:36, 74, 8, 101664, 0.15, 347.60, 13.32, 83.90,  ,  ,  , 0
20:28:37, 74, 8, 101666, 0.05, 347.60, 13.31, 84.10,  , -37.794535, 144.962007, 0
20:28:39, 74, 8, 101664, 0.10, 347.60, 13.29, 84.40,  ,  ,  , 0
20:28:40, 74, 8, 101664, 0.10, 347.60, 13.29, 84.45,  , -37.794538, 144.962005, 0
20:28:42, 74, 8, 101662, 0.10, 347.60, 13.28, 84.55,  ,  ,  , 0
20:28:43, 74, 8, 101662, 0.10, 347.60, 13.27, 84.55,  , -37.794542, 144.962007, 0
20:28:45, 74, 8, 101663, 0.25, 347.60, 13.26, 84.60,  ,  ,  , 0
20:28:46, 74, 8, 101664, 0.25, 347.60, 13.26, 84.60,  , -37.794538, 144.962007, 0
20:28:48, 74, 8, 101662, 0.15, 347.60, 13.24, 84.65,  ,  ,  , 0
20:28:49, 74, 8, 101662, 0.15, 347.60, 13.24, 84.75,  , -37.794538, 144.962010, 0
20:28:50, 74, 8, 101663, 0.20, 347.60, 13.22, 84.85,  ,  ,  , 0
20:28:51, 74, 8, 101664, 0.20, 347.60, 13.21, 84.95,  ,  ,  , 0
20:28:52, 74, 8, 101666, 0.20, 347.60, 13.19, 85.05,  , -37.794538, 144.962013, 0
20:28:53, 74, 8, 101663, 0.25, 347.60, 13.19, 85.10,  ,  ,  , 0
20:28:54, 74, 8, 101661, 0.15, 347.60, 13.18, 85.15,  ,  ,  , 0
20:28:55, 74, 8, 101660, 0.15, 347.60, 13.18, 85.25,  , -37.794547, 144.962018, 0
20:28:56, 74, 8, 101661, 0.25, 347.60, 13.19, 85.30,  ,  ,  , 0
20:28:57, 74, 8, 101662, 0.40, 158.80, 13.21, 85.30,  ,  ,  , 0
20:28:58, 74, 8, 101664, 0.25, 158.80, 13.22, 85.35,  , -37.794550, 144.962023, 0
20:29:00, 74, 8, 101665, 0.40, 155.20, 13.22, 85.35,  ,  ,  , 0
20:29:01, 74, 8, 101666, 0.20, 155.20, 13.22, 85.35, 17.5, -37.794553, 144.962028, 0
20:29:02, 74, 8, 101665, 0.20, 155.20, 13.22, 85.30,  ,  ,  , 0
20:29:03, 74, 8, 101664, 0.30, 155.20, 13.22, 85.25,  ,  ,  , 0
20:29:04, 74, 8, 101664, 0.20, 155.20, 13.24, 85.25,  , -37.794552, 144.962035, 0
20:29:05, 75, 9, 101652, 0.20, 155.20, 13.30, 85.15,  ,  ,  , 0.1
20:29:06, 76, 10, 101642, 0.60, 268.80, 13.33, 85.00,  ,  ,  , 0.1
20:29:07, 76, 10, 101632, 0.60, 304.00, 13.37, 84.80,  , -37.794538, 144.962000, 0.2
20:29:08, 79, 13, 101605, 0.70, 305.30, 13.40, 84.65,  ,  ,  , 0.4
20:29:09, 81, 15, 101577, 1.10, 253.50, 13.42, 84.40,  ,  ,  , 0.6
20:29:10, 83, 17, 101550, 1.25, 259.50, 13.44, 84.25,  , -37.794535, 144.961958, 0.8
20:29:11, 86, 20, 101520, 2.20, 294.30, 13.46, 84.05,  ,  ,  , 0.9
20:29:12, 88, 22, 101490, 1.80, 263.90, 13.47, 83.85,  ,  ,  , 1.2
20:29:13, 91, 25, 101460, 2.10, 232.90, 13.48, 83.70,  , -37.794535, 144.961903, 1.4
20:29:14, 92, 26, 101441, 2.25, 268.10, 13.51, 83.50,  ,  ,  , 1.6
20:29:15, 94, 28, 101422, 3.45, 259.10, 13.53, 83.40,  ,  ,  , 1.7
20:29:16, 95, 29, 101404, 2.60, 270.00, 13.54, 83.20,  , -37.794565, 144.961825, 1.8
20:29:17, 95, 29, 101406, 2.90, 262.70, 13.55, 83.05,  ,  ,  , 1.7
20:29:18, 95, 29, 101408, 2.90, 270.00, 13.54, 82.90,  ,  ,  , 1.6
20:29:19, 95, 29, 101410, 3.00, 263.00, 13.55, 82.85,  , -37.794588, 144.961738, 1.5
20:29:20, 95, 29, 101411, 3.05, 217.50, 13.55, 82.75,  ,  ,  , 1.3
20:29:21, 95, 29, 101412, 2.50, 219.60, 13.54, 82.65,  ,  ,  , 1.1
20:29:22, 95, 29, 101414, 3.00, 233.40, 13.53, 82.65,  , -37.794632, 144.961678, 0.9
20:29:23, 94, 28, 101420, 4.00, 247.30, 13.53, 82.65,  ,  ,  , 0.7
20:29:24, 94, 28, 101427, 2.95, 237.50, 13.53, 82.65,  ,  ,  , 0.4
20:29:25, 93, 27, 101434, 1.80, 230.10, 13.54, 82.60,  , -37.794663, 144.961603, 0.2
20:29:27, 92, 26, 101447, 1.15, 236.90, 13.54, 82.55,  ,  ,  , -0.2
20:29:28, 91, 25, 101454, 1.40, 272.10, 13.54, 82.55, 17.2, -37.794673, 144.961575, -0.3
20:29:29, 91, 25, 101454, 0.90, 273.30, 13.55, 82.55,  ,  ,  , -0.3
20:29:30, 91, 25, 101455, 1.00, 246.50, 13.55, 82.55,  ,  ,  , -0.3
20:29:31, 91, 25, 101456, 1.15, 228.40, 13.55, 82.50,  , -37.794685, 144.961555, -0.3
20:29:34, 92, 26, 101440, 2.20, 244.50, 13.56, 82.50,  , -37.794703, 144.961520, -0.2
20:29:35, 92, 26, 101443, 1.25, 354.30, 13.57, 82.45,  ,  ,  , -0.2
20:29:36, 92, 26, 101446, 1.35, 333.20, 13.57, 82.45,  ,  ,  , -0.2
20:29:37, 92, 26, 101450, 0.75, 329.50, 13.58, 82.40,  , -37.794700, 144.961520, -0.1
20:29:38, 91, 25, 101460, 0.20, 329.50, 13.58, 82.40,  ,  ,  , -0.2
20:29:39, 90, 24, 101470, 0.95, 14.80, 13.59, 82.35,  ,  ,  , -0.2
20:29:40, 89, 23, 101480, 1.05, 333.00, 13.58, 82.35,  , -37.794690, 144.961523, -0.2
20:29:41, 89, 23, 101484, 0.60, 304.10, 13.59, 82.35,  ,  ,  , -0.2
20:29:42, 88, 22, 101489, 0.80, 269.40, 13.59, 82.30,  ,  ,  , -0.2
20:29:43, 88, 22, 101494, 1.80, 298.00, 13.60, 82.30,  , -37.794675, 144.961485, -0.3
20:29:44, 87, 21, 101503, 1.05, 280.30, 13.60, 82.30,  ,  ,  , -0.3
20:29:45, 86, 20, 101512, 1.70, 12.00, 13.61, 82.30,  ,  ,  , -0.3
20:29:46, 86, 20, 101522, 1.70, 17.10, 13.61, 82.25,  , -37.794652, 144.961485, -0.4
20:29:47, 85, 19, 101529, 1.20, 18.60, 13.62, 82.25,  ,  ,  , -0.6
20:29:48, 84, 18, 101536, 0.85, 348.60, 13.62, 82.20,  ,  ,  , -0.6
20:29:49, 84, 18, 101544, 0.95, 347.60, 13.62, 82.20,  , -37.794632, 144.961500, -0.7
20:29:50, 84, 18, 101540, 1.25, 325.80, 13.62, 82.20,  ,  ,  , -0.6
20:29:51, 84, 18, 101537, 0.75, 336.40, 13.62, 82.20,  ,  ,  , -0.5
20:29:52, 85, 19, 101534, 0.65, 330.10, 13.62, 82.25,  , -37.794618, 144.961493, -0.4
20:29:53, 84, 18, 101537, 0.20, 330.10, 13.62, 82.25,  ,  ,  , -0.4
20:29:54, 84, 18, 101541, 0.35, 22.80, 13.62, 82.15,  ,  ,  , -0.4
20:29:55, 84, 18, 101546, 0.55, 108.60, 13.62, 82.15, 17.2, -37.794622, 144.961505, -0.4
20:29:56, 84, 18, 101541, 0.20, 108.60, 13.63, 82.10,  ,  ,  , -0.3
20:29:57, 84, 18, 101536, 0.40, 36.20, 13.63, 82.10,  ,  ,  , -0.2
20:29:58, 85, 19, 101532, 0.55, 25.00, 13.63, 82.05,  , -37.794617, 144.961515, -0.1
20:29:59, 85, 19, 101527, 0.50, 29.20, 13.63, 82.05,  ,  ,  , 0
20:30:00, 86, 20, 101522, 0.45, 19.60, 13.63, 82.05,  ,  ,  , 0
20:30:01, 86, 20, 101518, 0.75, 54.50, 13.65, 82.00,  , -37.794613, 144.961535, 0.1
20:30:03, 85, 19, 101531, 0.45, 57.40, 13.66, 82.00,  ,  ,  , 0.1
20:30:04, 84, 18, 101538, 0.45, 90.00, 13.67, 82.00,  , -37.794612, 144.961562, 0
20:30:05, 83, 17, 101550, 0.90, 71.40, 13.67, 82.00,  ,  ,  , -0.1
20:30:06, 82, 16, 101563, 1.15, 86.40, 13.68, 82.00,  ,  ,  , -0.1
20:30:07, 81, 15, 101576, 1.50, 74.30, 13.69, 82.00,  , -37.794610, 144.961613, -0.2
20:30:08, 81, 15, 101583, 2.60, 114.40, 13.69, 81.95,  ,  ,  , -0.3
20:30:09, 80, 14, 101590, 3.05, 87.10, 13.70, 82.00,  ,  ,  , -0.4
20:30:10, 79, 13, 101598, 3.65, 65.20, 13.70, 81.95,  , -37.794610, 144.961715, -0.5
20:30:11, 79, 13, 101605, 3.25, 122.10, 13.72, 81.95,  ,  ,  , -0.5
20:30:12, 78, 12, 101613, 2.30, 120.60, 13.73, 81.95,  ,  ,  , -0.6
20:30:13, 77, 11, 101622, 2.95, 90.60, 13.74, 81.95,  , -37.794632, 144.961807, -0.7
20:30:14, 77, 11, 101619, 2.05, 77.40, 13.75, 81.90,  ,  ,  , -0.7
20:30:15, 78, 12, 101617, 3.00, 55.70, 13.75, 81.85,  ,  ,  , -0.6
20:30:16, 78, 12, 101616, 1.55, 82.10, 13.74, 81.85,  , -37.794618, 144.961883, -0.5
20:30:17, 78, 12, 101616, 2.05, 103.00, 13.73, 81.80,  ,  ,  , -0.5
20:30:18, 78, 12, 101617, 2.40, 140.20, 13.73, 81.85,  ,  ,  , -0.4
20:30:19, 78, 12, 101618, 1.80, 34.90, 13.74, 81.85,  , -37.794630, 144.961938, -0.3
20:30:21, 77, 11, 101622, 1.05, 93.90, 13.74, 81.85,  ,  ,  , -0.3
20:30:22, 77, 11, 101626, 2.20, 77.00, 13.74, 81.85,  ,  ,  , -0.2
20:30:23, 77, 11, 101630, 2.10, 75.60, 13.74, 81.85, 17.0, -37.794618, 144.962000, -0.2
20:30:24, 77, 11, 101630, 1.30, 80.60, 13.74, 81.85,  ,  ,  , -0.2
20:30:25, 77, 11, 101631, 1.55, 99.60, 13.74, 81.85,  ,  ,  , -0.1
20:30:26, 76, 10, 101632, 1.65, 96.20, 13.73, 81.85,  , -37.794617, 144.962062, -0.1
20:30:26, 76, 10, 101633, 2.10, 92.90, 13.73, 81.85,  ,  ,  , -0.1
20:30:27, 76, 10, 101635, 2.20, 88.40, 13.74, 81.90,  ,  ,  , -0.1
20:30:28, 76, 10, 101638, 2.30, 78.20, 13.74, 81.90,  , -37.794618, 144.962145, -0.2
20:30:29, 76, 10, 101641, 2.50, 72.60, 13.73, 81.90,  ,  ,  , -0.2
20:30:30, 75, 9, 101644, 2.65, 74.50, 13.73, 81.90,  ,  ,  , -0.2
20:30:31, 75, 9, 101648, 2.30, 91.40, 13.73, 81.90,  , -37.794608, 144.962238, -0.2
20:30:34, 76, 10, 101642, 2.40, 92.70, 13.73, 81.90,  , -37.794602, 144.962317, -0.1
20:30:35, 75, 9, 101644, 1.75, 107.40, 13.74, 81.85,  ,  ,  , -0.1
20:30:36, 75, 9, 101647, 1.90, 96.80, 13.75, 81.85,  ,  ,  , -0.1
20:30:37, 75, 9, 101650, 2.45, 77.40, 13.76, 81.85,  , -37.794602, 144.962392, -0.1
20:30:39, 75, 9, 101651, 2.95, 69.50, 13.77, 81.85,  ,  ,  , -0.1
20:30:40, 75, 9, 101652, 2.50, 99.40, 13.77, 81.80,  ,  ,  , -0.1
20:30:41, 75, 9, 101654, 2.30, 56.10, 13.76, 81.80,  , -37.794587, 144.962480, -0.1
20:30:41, 75, 9, 101655, 1.65, 47.80, 13.76, 81.80,  ,  ,  , -0.1
20:30:42, 74, 8, 101656, 0.10, 47.80, 13.75, 81.80,  ,  ,  , -0.1
20:30:43, 74, 8, 101658, 0.05, 47.80, 13.74, 81.85,  , -37.794583, 144.962512, -0.1
20:30:44, 74, 8, 101657, 0.05, 47.80, 13.72, 81.85,  ,  ,  , -0.1
20:30:45, 74, 8, 101656, 0.10, 47.80, 13.71, 81.90,  ,  ,  , -0.1
20:30:46, 74, 8, 101656, 2.10, 271.50, 13.70, 81.90,  , -37.794572, 144.962483, 0
20:30:47, 74, 8, 101657, 2.75, 308.70, 13.69, 81.95,  ,  ,  , -0.1
20:30:48, 74, 8, 101658, 0.05, 308.70, 13.69, 81.95,  ,  ,  , -0.1
20:30:49, 74, 8, 101660, 0.05, 308.70, 13.68, 82.00, 16.5, -37.794557, 144.962462, -0.1
20:30:50, 74, 8, 101660, 0.05, 308.70, 13.68, 82.00,  ,  ,  , -0.1
20:30:51, 74, 8, 101661, 0.05, 308.70, 13.68, 82.00,  ,  ,  , -0.1
20:30:52, 74, 8, 101662, 0.05, 308.70, 13.68, 82.00,  , -37.794555, 144.962482, -0.1
20:30:53, 74, 8, 101660, 0.10, 308.70, 13.69, 82.00,  ,  ,  , 0
20:30:54, 74, 8, 101659, 0.05, 308.70, 13.69, 82.05,  ,  ,  , 0
20:30:55, 74, 8, 101658, 0.00, 308.70, 13.71, 82.10,  , -37.794552, 144.962493, 0
20:30:56, 74, 8, 101656, 0.00, 308.70, 13.71, 82.15,  ,  ,  , 0
20:30:57, 75, 9, 101655, 0.00, 308.70, 13.70, 82.15,  ,  ,  , 0
20:30:58, 75, 9, 101654, 0.00, 308.70, 13.70, 82.15,  , -37.794562, 144.962502, 0
20:31:00, 75, 9, 101652, 0.10, 308.70, 13.69, 82.20,  ,  ,  , 0
20:31:01, 75, 9, 101652, 0.05, 308.70, 13.68, 82.15,  , -37.794562, 144.962495, 0.1
20:31:04, 75, 9, 101652, 0.10, 308.70, 13.68, 82.15,  , -37.794558, 144.962472, 0.1
20:31:06, 79, 13, 101601, 2.00, 208.70, 13.70, 82.15,  ,  ,  , 0.4
20:31:07, 81, 15, 101576, 2.80, 248.40, 13.71, 82.10,  , -37.794578, 144.962422, 0.6
20:31:09, 86, 20, 101521, 2.90, 253.20, 13.72, 82.00,  ,  ,  , 0.9
20:31:10, 88, 22, 101494, 2.10, 257.90, 13.72, 81.95,  , -37.794592, 144.962337, 1.1
20:31:12, 93, 27, 101436, 2.80, 231.30, 13.72, 81.90,  ,  ,  , 1.5
20:31:13, 95, 29, 101408, 3.35, 257.30, 13.72, 81.85,  , -37.794613, 144.962257, 1.7
20:31:16, 102, 36, 101326, 2.55, 267.80, 13.71, 81.65, 16.2, -37.794652, 144.962172, 1.8
20:31:17, 104, 38, 101301, 3.10, 264.30, 13.71, 81.65,  ,  ,  , 2.3
20:31:18, 106, 40, 101277, 3.45, 263.00, 13.71, 81.60,  ,  ,  , 2.2
20:31:19, 108, 42, 101254, 3.30, 268.10, 13.71, 81.50,  , -37.794655, 144.962075, 2.2
20:31:20, 110, 44, 101230, 3.30, 259.40, 13.72, 81.45,  ,  ,  , 2.2
20:31:21, 112, 46, 101208, 3.50, 253.30, 13.71, 81.35,  ,  ,  , 2.2
