UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
21:40:14, 73, 7, 101678, 1.65, 69.90, 15.82, 72.20,  ,  ,  , 0
21:40:15, 72, 6, 101683, 1.45, 72.40, 15.81, 72.20,  ,  ,  , -0.1
21:40:16, 72, 6, 101688, 1.85, 81.60, 15.81, 72.20,  , -37.794350, 144.961120, 0
21:40:18, 71, 5, 101696, 1.55, 119.10, 15.81, 72.20,  ,  ,  , -0.1
21:40:19, 70, 4, 101705, 1.35, 97.50, 15.80, 72.20,  ,  ,  , -0.1
21:40:20, 70, 4, 101714, 0.05, 97.50, 15.81, 72.20,  , -37.794355, 144.961168, -0.2
21:40:20, 70, 4, 101711, 0.00, 97.50, 15.81, 72.20,  ,  ,  , -0.2
21:40:21, 70, 4, 101708, 0.05, 97.50, 15.81, 72.20,  ,  ,  , -0.2
21:40:22, 70, 4, 101706, 0.10, 97.50, 15.81, 72.20,  , -37.794362, 144.961198, -0.2
21:40:23, 70, 4, 101704, 0.10, 97.50, 15.82, 72.20,  ,  ,  , -0.2
21:40:24, 71, 5, 101703, 0.10, 97.50, 15.82, 72.20,  ,  ,  , -0.2
21:40:25, 71, 5, 101702, 0.15, 97.50, 15.84, 72.20,  , -37.794362, 144.961242, -0.2
21:40:26, 70, 4, 101705, 0.15, 97.50, 15.87, 72.20,  ,  ,  , -0.2
21:40:27, 70, 4, 101708, 0.10, 97.50, 15.88, 72.20,  ,  ,  , -0.2
21:40:28, 70, 4, 101712, 0.10, 97.50, 15.91, 72.20,  , -37.794353, 144.961295, -0.2
21:40:29, 70, 4, 101703, 2.55, 99.90, 15.91, 72.20,  ,  ,  , -0.1
21:40:30, 71, 5, 101695, 1.85, 83.30, 15.91, 72.20,  ,  ,  , 0
21:40:31, 72, 6, 101688, 1.90, 90.60, 15.91, 72.20,  , -37.794355, 144.961365, 0.1
21:40:35, 74, 8, 101664, 0.10, 137.00, 15.92, 72.20, 22.2, -37.794368, 144.961413, 0.3
21:40:35, 74, 8, 101662, 0.15, 137.00, 15.92, 72.20,  ,  ,  , 0.3
21:40:36, 74, 8, 101660, 0.15, 137.00, 15.93, 72.25,  ,  ,  , 0.3
21:40:37, 74, 8, 101658, 0.15, 137.00, 15.93, 72.25,  , -37.794362, 144.961465, 0.3
21:40:38, 75, 9, 101651, 0.10, 137.00, 15.92, 72.25,  ,  ,  , 0.4
21:40:39, 75, 9, 101644, 0.05, 137.00, 15.91, 72.30,  ,  ,  , 0.4
21:40:40, 76, 10, 101638, 2.30, 64.30, 15.90, 72.35,  , -37.794347, 144.961510, 0.5
21:40:41, 76, 10, 101643, 1.90, 51.00, 15.89, 72.35,  ,  ,  , 0.4
21:40:42, 75, 9, 101648, 1.75, 89.70, 15.87, 72.35,  ,  ,  , 0.4
21:40:43, 75, 9, 101654, 1.50, 92.30, 15.87, 72.35,  , -37.794337, 144.961570, 0.3
21:40:44, 75, 9, 101654, 1.35, 79.20, 15.87, 72.30,  ,  ,  , 0.2
21:40:45, 75, 9, 101655, 1.90, 124.90, 15.87, 72.25,  ,  ,  , 0.2
21:40:46, 74, 8, 101656, 2.10, 152.60, 15.87, 72.25,  , -37.794353, 144.961617, 0.2
21:40:47, 75, 9, 101655, 2.60, 127.60, 15.90, 72.25,  ,  ,  , 0
21:40:48, 75, 9, 101654, 2.25, 108.00, 15.89, 72.25,  ,  ,  , 0
21:40:49, 75, 9, 101654, 1.65, 142.30, 15.89, 72.25,  , -37.794382, 144.961672, 0
21:40:50, 74, 8, 101659, 2.45, 114.60, 15.89, 72.30,  ,  ,  , 0
21:40:51, 74, 8, 101664, 2.10, 118.70, 15.88, 72.30,  ,  ,  , -0.1
21:40:52, 73, 7, 101670, 3.05, 91.00, 15.87, 72.35,  , -37.794398, 144.961748, -0.2
21:40:53, 73, 7, 101677, 1.80, 96.90, 15.85, 72.35,  ,  ,  , -0.3
21:40:54, 72, 6, 101684, 1.80, 74.50, 15.84, 72.45,  ,  ,  , -0.3
21:40:55, 71, 5, 101692, 3.10, 109.50, 15.83, 72.50,  , -37.794395, 144.961827, -0.3
21:40:56, 71, 5, 101693, 2.50, 109.30, 15.83, 72.55,  ,  ,  , -0.3
21:40:57, 71, 5, 101694, 2.10, 128.60, 15.83, 72.55,  ,  ,  , -0.3
21:40:58, 71, 5, 101696, 2.60, 91.50, 15.83, 72.60,  , -37.794410, 144.961902, -0.3
21:41:01, 73, 7, 101678, 1.65, 91.40, 15.85, 72.65, 22.0, -37.794413, 144.961988, -0.1
21:41:04, 72, 6, 101690, 0.10, 89.90, 15.89, 72.50,  , -37.794405, 144.962053, -0.1
21:41:07, 72, 6, 101691, 0.05, 80.40, 15.89, 72.35,  ,  ,  , 0
21:41:08, 71, 5, 101692, 0.10, 80.40, 15.90, 72.25,  , -37.794385, 144.962097, 0
21:41:09, 70, 4, 101706, 2.70, 31.60, 15.91, 72.15,  ,  ,  , -0.1
21:41:10, 70, 4, 101714, 1.75, 56.50, 15.92, 72.10,  , -37.794312, 144.962153, -0.1
21:41:13, 69, 3, 101720, 2.70, 123.30, 15.93, 72.00,  ,  ,  , -0.1
21:41:14, 69, 3, 101724, 2.45, 7.50, 15.94, 71.95,  , -37.794300, 144.962198, -0.3
21:41:15, 70, 4, 101705, 1.95, 39.60, 15.95, 71.90,  ,  ,  , -0.2
21:41:16, 71, 5, 101696, 2.40, 32.90, 15.96, 71.85,  , -37.794243, 144.962237, 0
21:41:18, 72, 6, 101685, 1.50, 93.70, 15.96, 71.80,  ,  ,  , 0
21:41:19, 72, 6, 101680, 1.55, 65.30, 15.96, 71.85,  , -37.794230, 144.962295, 0.1
21:41:20, 72, 6, 101681, 1.80, 129.30, 15.96, 71.80,  ,  ,  , 0.1
21:41:21, 72, 6, 101682, 1.15, 90.20, 15.96, 71.80,  ,  ,  , 0.2
21:41:22, 72, 6, 101684, 0.70, 90.20, 15.96, 71.85,  , -37.794240, 144.962327, 0.2
21:41:23, 71, 5, 101693, 0.70, 90.20, 15.97, 71.95,  ,  ,  , 0.1
21:41:24, 70, 4, 101703, 1.40, 54.00, 15.99, 71.95,  ,  ,  , 0.1
21:41:25, 70, 4, 101714, 1.50, 62.30, 16.02, 72.00,  , -37.794218, 144.962362, 0
21:41:27, 71, 5, 101694, 1.15, 64.40, 16.02, 72.05,  ,  ,  , 0.2
21:41:28, 72, 6, 101684, 0.75, 64.40, 16.02, 72.05, 22.0, -37.794198, 144.962398, 0.1
21:41:29, 72, 6, 101680, 0.65, 64.40, 16.02, 72.05,  ,  ,  , 0.1
21:41:30, 73, 7, 101676, 1.45, 68.70, 16.00, 72.05,  ,  ,  , 0.1
21:41:31, 73, 7, 101672, 1.30, 98.70, 16.00, 72.05,  , -37.794190, 144.962432, 0.1
21:41:33, 72, 6, 101684, 1.35, 101.10, 16.00, 72.10,  ,  ,  , 0
21:41:34, 72, 6, 101690, 1.00, 101.10, 16.00, 72.15,  , -37.794197, 144.962480, 0
21:41:35, 72, 6, 101685, 0.65, 101.10, 16.02, 72.20,  ,  ,  , 0.1
21:41:36, 72, 6, 101681, 0.95, 101.10, 16.02, 72.25,  ,  ,  , 0.2
21:41:37, 73, 7, 101678, 1.05, 150.40, 16.02, 72.30,  , -37.794218, 144.962497, 0.2
21:41:38, 73, 7, 101674, 0.70, 150.40, 16.03, 72.35,  ,  ,  , 0.3
21:41:39, 73, 7, 101671, 0.50, 150.40, 16.05, 72.45,  ,  ,  , 0.2
21:41:40, 73, 7, 101668, 0.30, 150.40, 16.06, 72.45,  , -37.794213, 144.962510, 0.1
21:41:41, 73, 7, 101675, 0.40, 150.40, 16.07, 72.45,  ,  ,  , 0
21:41:42, 72, 6, 101682, 0.75, 150.40, 16.08, 72.35,  ,  ,  , 0
21:41:43, 72, 6, 101690, 1.05, 8.10, 16.11, 72.30,  , -37.794182, 144.962520, -0.1
21:41:45, 72, 6, 101683, 0.60, 8.10, 16.20, 72.25,  ,  ,  , -0.1
21:41:46, 72, 6, 101680, 0.00, 8.10, 16.21, 72.25,  , -37.794173, 144.962520, 0
21:41:47, 72, 6, 101683, 0.00, 8.10, 16.21, 72.25,  ,  ,  , 0
21:41:48, 72, 6, 101687, 0.05, 8.10, 16.23, 72.30,  ,  ,  , 0
21:41:49, 71, 5, 101692, 0.00, 8.10, 16.24, 72.30,  , -37.794172, 144.962538, -0.1
21:41:50, 71, 5, 101699, 0.00, 8.10, 16.26, 72.35,  ,  ,  , -0.1
21:41:51, 70, 4, 101706, 0.00, 8.10, 16.27, 72.35,  ,  ,  , -0.2
21:41:52, 70, 4, 101714, 0.00, 8.10, 16.33, 72.30,  , -37.794170, 144.962542, -0.3
21:41:54, 69, 3, 101716, 0.00, 8.10, 16.38, 72.35,  ,  ,  , -0.3
21:41:55, 69, 3, 101719, 0.05, 8.10, 16.41, 72.25,  ,  ,  , -0.3
21:41:56, 69, 3, 101722, 0.15, 8.10, 16.42, 72.20, 22.5, -37.794180, 144.962527, -0.2
21:41:57, 71, 5, 101696, 0.10, 8.10, 16.40, 72.05,  ,  ,  , 0
21:41:58, 73, 7, 101671, 0.15, 8.10, 16.37, 71.95,  ,  ,  , 0.1
21:41:59, 75, 9, 101646, 0.15, 8.10, 16.37, 71.80,  , -37.794185, 144.962498, 0.2
21:41:59, 77, 11, 101622, 1.85, 267.00, 16.34, 71.65,  ,  ,  , 0.4
21:42:00, 79, 13, 101597, 3.45, 278.60, 16.33, 71.45,  ,  ,  , 0.6
21:42:01, 81, 15, 101572, 2.95, 261.10, 16.29, 71.30,  , -37.794180, 144.962412, 0.8
21:42:03, 85, 19, 101534, 2.85, 223.00, 16.26, 70.95,  ,  ,  , 1.1
21:42:04, 86, 20, 101516, 2.15, 245.30, 16.26, 70.85,  , -37.794210, 144.962340, 1.2
21:42:05, 88, 22, 101497, 2.25, 252.40, 16.25, 70.80,  ,  ,  , 1.4
21:42:06, 89, 23, 101479, 3.00, 243.30, 16.23, 70.70,  ,  ,  , 1.5
21:42:07, 91, 25, 101462, 3.55, 245.10, 16.20, 70.65,  , -37.794240, 144.962255, 1.7
21:42:08, 92, 26, 101443, 2.55, 287.80, 16.19, 70.65,  ,  ,  , 1.8
21:42:09, 94, 28, 101423, 3.45, 271.30, 16.14, 70.60,  ,  ,  , 1.8
21:42:10, 95, 29, 101404, 3.15, 259.30, 16.12, 70.65,  , -37.794245, 144.962172, 1.7
21:42:11, 97, 31, 101390, 2.90, 262.20, 16.08, 70.70,  ,  ,  , 1.6
21:42:12, 98, 32, 101377, 3.05, 271.00, 16.09, 70.85,  ,  ,  , 1.6
21:42:13, 99, 33, 101364, 2.85, 254.10, 16.09, 70.85,  , -37.794267, 144.962087, 1.5
21:42:14, 100, 34, 101348, 3.45, 263.80, 16.08, 70.85,  ,  ,  , 1.4
21:42:15, 101, 35, 101333, 3.75, 235.00, 16.05, 70.95,  ,  ,  , 1.4
21:42:16, 103, 37, 101318, 2.50, 245.70, 16.10, 71.00,  , -37.794307, 144.962008, 1.4
21:42:18, 104, 38, 101304, 2.50, 256.00, 16.07, 71.10,  ,  ,  , 1.3
21:42:19, 105, 39, 101291, 2.95, 223.70, 16.08, 71.15,  ,  ,  , 1.3
21:42:20, 106, 40, 101278, 2.45, 221.90, 16.06, 71.20,  , -37.794348, 144.961957, 1.3
21:42:20, 108, 42, 101257, 2.40, 202.00, 16.05, 71.20,  ,  ,  , 1.3
21:42:21, 110, 44, 101235, 2.90, 218.20, 16.04, 71.10,  ,  ,  , 1.3
21:42:22, 111, 45, 101214, 3.30, 251.20, 16.02, 70.95, 23.2, -37.794395, 144.961900, 1.4
21:42:23, 113, 47, 101198, 3.35, 234.50, 15.99, 70.85,  ,  ,  , 1.3
21:42:24, 114, 48, 101183, 3.40, 217.00, 15.99, 70.80,  ,  ,  , 1.4
21:42:25, 115, 49, 101168, 2.90, 214.60, 16.03, 70.70,  , -37.794455, 144.961822, 1.4
21:42:26, 117, 51, 101150, 2.40, 230.40, 16.02, 70.60,  ,  ,  , 1.4
21:42:27, 118, 52, 101134, 2.95, 213.00, 16.02, 70.45,  ,  ,  , 1.4
21:42:28, 119, 53, 101118, 4.40, 215.20, 16.05, 70.35,  , -37.794517, 144.961748, 1.4
21:42:29, 120, 54, 101108, 3.80, 214.30, 16.05, 70.30,  ,  ,  , 1.4
21:42:30, 121, 55, 101098, 2.60, 239.10, 16.06, 70.25,  ,  ,  , 1.3
21:42:31, 122, 56, 101088, 1.55, 227.20, 16.14, 70.20,  , -37.794560, 144.961672, 1.3
21:42:33, 121, 55, 101096, 3.15, 240.40, 16.19, 70.05,  ,  ,  , 1.0
21:42:34, 121, 55, 101100, 2.50, 245.90, 16.25, 70.00,  , -37.794592, 144.961585, 0.8
21:42:36, 121, 55, 101104, 3.45, 248.60, 16.24, 69.90,  ,  ,  , 0.7
21:42:37, 120, 54, 101109, 4.00, 235.70, 16.22, 69.85,  ,  ,  , 0.5
21:42:38, 120, 54, 101114, 4.60, 233.50, 16.18, 69.75,  , -37.794638, 144.961457, 0.4
21:42:38, 119, 53, 101123, 4.55, 233.50, 16.20, 69.75,  ,  ,  , 0.3
21:42:39, 118, 52, 101133, 3.85, 217.30, 16.17, 69.70,  ,  ,  , 0.1
21:42:40, 117, 51, 101144, 3.65, 238.30, 16.17, 69.75,  , -37.794698, 144.961338, -0.1
21:42:41, 117, 51, 101148, 4.10, 245.00, 16.10, 69.75,  ,  ,  , -0.2
21:42:42, 116, 50, 101153, 3.00, 244.90, 16.07, 69.80,  ,  ,  , -0.3
21:42:43, 116, 50, 101158, 2.40, 225.70, 16.05, 69.85,  , -37.794738, 144.961225, -0.4
21:42:46, 114, 48, 101183, 2.95, 251.40, 16.02, 70.15,  ,  ,  , -0.6
21:42:47, 113, 47, 101196, 1.60, 247.50, 15.97, 70.30,  , -37.794755, 144.961133, -0.7
21:42:47, 112, 46, 101205, 2.70, 254.30, 15.94, 70.35,  ,  ,  , -0.7
21:42:48, 111, 45, 101215, 1.75, 270.60, 15.91, 70.50,  ,  ,  , -0.7
21:42:49, 110, 44, 101226, 2.00, 232.90, 15.88, 70.60, 23.8, -37.794768, 144.961062, -0.8
21:42:50, 108, 42, 101251, 1.40, 277.30, 15.84, 70.80,  ,  ,  , -0.9
21:42:51, 106, 40, 101276, 2.35, 306.50, 15.81, 70.90,  ,  ,  , -1.0
21:42:52, 104, 38, 101302, 2.30, 281.30, 15.81, 70.95,  , -37.794753, 144.961003, -1.1
21:42:54, 102, 36, 101330, 2.05, 317.90, 15.79, 71.05,  ,  ,  , -1.3
21:42:55, 99, 33, 101357, 1.70, 358.20, 15.76, 71.15,  ,  ,  , -1.4
21:42:56, 97, 31, 101384, 1.80, 357.40, 15.75, 71.25,  , -37.794715, 144.960978, -1.6
21:42:56, 95, 29, 101414, 1.10, 1.50, 15.73, 71.30,  ,  ,  , -1.6
21:42:57, 92, 26, 101446, 0.90, 1.50, 15.72, 71.40,  ,  ,  , -1.7
21:42:58, 89, 23, 101478, 1.15, 9.60, 15.70, 71.50,  , -37.794702, 144.960990, -1.9
21:43:00, 88, 22, 101495, 0.95, 15.10, 15.68, 71.75,  ,  ,  , -1.9
21:43:01, 87, 21, 101504, 0.05, 15.10, 15.68, 71.85,  , -37.794677, 144.960997, -1.9
21:43:04, 83, 17, 101552, 0.15, 15.10, 15.73, 72.15,  , -37.794653, 144.961023, -1.7
21:43:06, 82, 16, 101561, 0.15, 15.10, 15.74, 72.15,  ,  ,  , -1.6
21:43:07, 82, 16, 101570, 0.05, 15.10, 15.76, 72.25,  ,  ,  , -1.5
21:43:08, 81, 15, 101580, 0.10, 15.10, 15.77, 72.30,  , -37.794637, 144.961052, -1.4
21:43:09, 80, 14, 101590, 0.05, 15.10, 15.78, 72.30,  ,  ,  , -1.2
21:43:10, 79, 13, 101600, 2.35, 13.90, 15.79, 72.30,  ,  ,  , -1.1
21:43:11, 78, 12, 101610, 2.95, 350.80, 15.83, 72.30,  , -37.794590, 144.961067, -0.9
21:43:12, 78, 12, 101618, 3.00, 350.80, 15.85, 72.25,  ,  ,  , -0.9
21:43:13, 77, 11, 101627, 1.55, 19.80, 15.87, 72.20,  ,  ,  , -0.9
21:43:14, 76, 10, 101636, 1.45, 3.30, 15.87, 72.20,  , -37.794548, 144.961073, -0.9
21:43:15, 76, 10, 101634, 0.05, 8.50, 15.88, 72.10,  ,  ,  , -0.8
21:43:16, 76, 10, 101634, 0.10, 8.50, 15.88, 72.10, 23.5, -37.794522, 144.961095, -0.6
21:43:17, 76, 10, 101635, 0.15, 8.50, 15.89, 72.10,  ,  ,  , -0.5
21:43:18, 76, 10, 101637, 2.25, 5.80, 15.89, 72.10,  ,  ,  , -0.5
21:43:19, 76, 10, 101640, 2.65, 58.50, 15.90, 72.05,  , -37.794493, 144.961135, -0.4
21:43:20, 76, 10, 101639, 2.25, 76.00, 15.90, 72.05,  ,  ,  , -0.4
21:43:21, 76, 10, 101638, 2.90, 39.10, 15.91, 72.05,  ,  ,  , -0.3
21:43:22, 76, 10, 101638, 2.40, 35.20, 15.91, 72.05,  , -37.794450, 144.961198, -0.2
21:43:24, 75, 9, 101644, 3.05, 21.20, 15.93, 72.00,  ,  ,  , -0.2
21:43:25, 75, 9, 101650, 2.15, 60.50, 15.93, 72.05,  ,  ,  , -0.2
21:43:26, 74, 8, 101656, 2.70, 62.50, 15.93, 72.15,  , -37.794407, 144.961253, -0.2
21:43:27, 74, 8, 101666, 2.65, 61.10, 15.92, 72.25,  ,  ,  , -0.2
21:43:28, 73, 7, 101677, 2.00, 78.20, 15.92, 72.35,  ,  ,  , -0.3
21:43:29, 72, 6, 101688, 2.00, 58.50, 15.90, 72.50,  , -37.794393, 144.961320, -0.4
21:43:30, 73, 7, 101677, 2.85, 55.60, 15.88, 72.60,  ,  ,  , -0.3
21:43:31, 73, 7, 101672, 1.75, 88.60, 15.87, 72.60,  , -37.794370, 144.961382, -0.2
21:43:34, 74, 8, 101658, 1.95, 148.00, 15.85, 72.50,  , -37.794363, 144.961403, -0.1
21:43:36, 76, 10, 101639, 2.70, 46.00, 15.85, 72.55,  ,  ,  , 0
21:43:37, 77, 11, 101630, 1.60, 57.20, 15.85, 72.45,  , -37.794347, 144.961452, 0.1
21:43:39, 77, 11, 101625, 1.90, 45.60, 15.88, 72.30,  ,  ,  , 0.3
21:43:40, 77, 11, 101624, 1.70, 59.30, 15.89, 72.25,  , -37.794325, 144.961490, 0.3
21:43:43, 76, 10, 101637, 1.40, 53.00, 15.88, 72.20,  ,  ,  , 0.3
21:43:44, 75, 9, 101644, 2.55, 46.30, 15.88, 72.20, 23.0, -37.794307, 144.961538, 0.2
21:43:45, 74, 8, 101658, 2.10, 51.70, 15.88, 72.30,  ,  ,  , 0.1
21:43:46, 74, 8, 101666, 1.05, 26.90, 15.89, 72.25,  , -37.794275, 144.961580, 0
21:43:48, 73, 7, 101676, 0.10, 26.90, 15.87, 72.15,  ,  ,  , -0.3
21:43:49, 72, 6, 101682, 1.85, 60.70, 15.85, 72.05,  , -37.794270, 144.961602, -0.4
21:43:50, 71, 5, 101692, 2.65, 48.90, 15.87, 72.00,  ,  ,  , -0.4
21:43:51, 71, 5, 101703, 1.70, 69.40, 15.87, 72.00,  ,  ,  , -0.5
21:43:52, 70, 4, 101714, 1.45, 26.50, 15.85, 72.00,  , -37.794248, 144.961647, -0.6
21:43:53, 70, 4, 101708, 1.45, 42.10, 15.87, 72.00,  ,  ,  , -0.5
21:43:54, 71, 5, 101703, 1.95, 18.60, 15.88, 72.10,  ,  ,  , -0.5
21:43:55, 71, 5, 101698, 1.40, 132.60, 15.89, 72.20,  , -37.794230, 144.961667, -0.4
21:43:56, 70, 4, 101707, 1.05, 142.20, 15.90, 72.25,  ,  ,  , -0.4
21:43:57, 69, 3, 101716, 1.50, 89.50, 15.90, 72.20,  ,  ,  , -0.4
21:43:58, 69, 3, 101726, 1.05, 89.20, 15.91, 72.15,  , -37.794243, 144.961702, -0.4
21:44:01, 70, 4, 101711, 2.00, 27.70, 15.95, 72.10,  ,  ,  , -0.2
21:44:02, 70, 4, 101704, 0.10, 27.70, 15.97, 72.15,  , -37.794218, 144.961718, -0.2
21:44:02, 71, 5, 101700, 0.05, 27.70, 15.97, 72.15,  ,  ,  , -0.1
21:44:03, 71, 5, 101696, 1.90, 128.40, 15.98, 72.05,  ,  ,  , 0
21:44:04, 71, 5, 101692, 0.05, 128.40, 16.00, 72.00,  , -37.794248, 144.961752, 0.1
21:44:06, 71, 5, 101697, 0.05, 128.40, 16.02, 71.95,  ,  ,  , 0.1
21:44:07, 71, 5, 101702, 0.00, 128.40, 16.02, 71.90,  ,  ,  , 0
21:44:08, 70, 4, 101708, 0.10, 128.40, 16.02, 71.85,  , -37.794257, 144.961777, -0.1
21:44:09, 69, 3, 101727, 0.05, 128.40, 15.98, 71.75,  ,  ,  , -0.1
21:44:10, 68, 2, 101738, 0.10, 128.40, 15.98, 71.75, 23.0, -37.794265, 144.961802, -0.1
21:44:12, 69, 3, 101724, 0.15, 128.40, 15.99, 71.75,  ,  ,  , 0
21:44:13, 70, 4, 101712, 2.55, 52.40, 15.99, 71.80,  ,  ,  , 0.1
21:44:14, 71, 5, 101700, 1.20, 71.20, 15.99, 71.80,  , -37.794258, 144.961855, 0.1
21:44:15, 70, 4, 101714, 1.40, 140.80, 16.02, 71.80,  ,  ,  , -0.1
21:44:16, 69, 3, 101722, 1.25, 132.50, 16.02, 71.80,  , -37.794280, 144.961888, -0.2
21:44:17, 70, 4, 101710, 1.20, 108.00, 16.02, 71.80,  ,  ,  , -0.1
21:44:18, 71, 5, 101699, 2.20, 87.20, 16.03, 71.75,  ,  ,  , 0
21:44:19, 72, 6, 101688, 2.65, 53.80, 16.03, 71.65,  , -37.794278, 144.961950, 0.1
21:44:20, 71, 5, 101697, 2.10, 81.20, 16.02, 71.55,  ,  ,  , 0.1
21:44:21, 70, 4, 101706, 1.65, 116.10, 16.02, 71.50,  ,  ,  , 0.1
21:44:22, 69, 3, 101716, 1.35, 89.10, 16.03, 71.50,  , -37.794282, 144.962000, 0.2
21:44:23, 70, 4, 101710, 2.10, 67.10, 16.03, 71.45,  ,  ,  , 0.2
21:44:24, 70, 4, 101704, 0.10, 67.10, 16.03, 71.40,  ,  ,  , 0.1
21:44:25, 71, 5, 101698, 0.05, 67.10, 16.03, 71.40,  , -37.794272, 144.962037, 0.1
21:44:26, 71, 5, 101703, 0.05, 67.10, 16.04, 71.40,  ,  ,  , 0
21:44:27, 70, 4, 101708, 0.15, 67.10, 16.04, 71.40,  ,  ,  , -0.1
21:44:28, 70, 4, 101714, 0.15, 67.10, 16.05, 71.45,  , -37.794275, 144.962078, 0
21:44:30, 70, 4, 101712, 0.20, 67.10, 16.05, 71.50,  ,  ,  , 0
21:44:31, 70, 4, 101712, 0.15, 67.10, 16.06, 71.60,  , -37.794282, 144.962133, -0.1
21:44:34, 72, 6, 101684, 0.95, 67.10, 16.08, 71.70,  , -37.794287, 144.962160, 0.1
21:44:35, 72, 6, 101681, 0.90, 67.10, 16.08, 71.70,  ,  ,  , 0.2
21:44:36, 73, 7, 101678, 1.00, 67.10, 16.08, 71.65,  ,  ,  , 0.2
21:44:37, 73, 7, 101676, 1.55, 73.10, 16.07, 71.60, 22.8, -37.794285, 144.962193, 0.2
21:44:38, 72, 6, 101686, 1.65, 83.50, 16.08, 71.55,  ,  ,  , 0.1
21:44:39, 71, 5, 101697, 1.60, 67.80, 16.08, 71.55,  ,  ,  , 0
21:44:40, 70, 4, 101708, 1.60, 60.40, 16.08, 71.55,  , -37.794268, 144.962242, 0
21:44:42, 70, 4, 101709, 1.55, 62.30, 16.10, 71.55,  ,  ,  , 0
21:44:43, 70, 4, 101710, 0.05, 62.30, 16.11, 71.60,  ,  ,  , 0
21:44:44, 70, 4, 101712, 0.05, 62.30, 16.12, 71.65,  , -37.794260, 144.962270, 0
21:44:45, 71, 5, 101696, 0.15, 62.30, 16.12, 71.60,  ,  ,  , 0.1
21:44:46, 72, 6, 101688, 0.10, 62.30, 16.13, 71.50,  , -37.794265, 144.962312, 0
21:44:48, 72, 6, 101689, 0.15, 62.30, 16.13, 71.50,  ,  ,  , -0.1
21:44:49, 72, 6, 101690, 0.15, 62.30, 16.18, 71.50,  ,  ,  , -0.1
21:44:50, 71, 5, 101692, 0.05, 62.30, 16.18, 71.50,  , -37.794263, 144.962357, -0.1
21:44:50, 71, 5, 101694, 0.05, 62.30, 16.17, 71.35,  ,  ,  , -0.1
21:44:51, 71, 5, 101697, 0.05, 62.30, 16.14, 71.30,  ,  ,  , 0
21:44:52, 71, 5, 101700, 0.05, 62.30, 16.13, 71.20,  , -37.794253, 144.962383, 0.1
21:44:53, 71, 5, 101702, 0.10, 62.30, 16.13, 71.20,  ,  ,  , 0
21:44:54, 70, 4, 101704, 0.10, 62.30, 16.12, 71.20,  ,  ,  , 0
21:44:55, 70, 4, 101706, 0.05, 62.30, 16.12, 71.20,  , -37.794238, 144.962410, 0
21:44:56, 70, 4, 101705, 0.05, 62.30, 16.11, 71.15,  ,  ,  , 0
21:44:57, 70, 4, 101704, 0.15, 62.30, 16.10, 71.15,  ,  ,  , -0.1
21:44:58, 70, 4, 101704, 0.10, 62.30, 16.09, 71.15,  , -37.794223, 144.962437, -0.1
21:44:59, 70, 4, 101707, 0.10, 62.30, 16.09, 71.15,  ,  ,  , -0.1
21:45:00, 70, 4, 101711, 0.15, 62.30, 16.09, 71.15,  ,  ,  , -0.1
21:45:01, 69, 3, 101716, 0.15, 62.30, 16.09, 71.20,  , -37.794208, 144.962465, -0.2
21:45:04, 68, 2, 101730, 0.05, 27.70, 16.10, 71.25,  ,  ,  , -0.2
21:45:05, 68, 2, 101738, 0.05, 27.70, 16.10, 71.30, 22.8, -37.794187, 144.962482, -0.3
21:45:05, 68, 2, 101736, 0.05, 27.70, 16.10, 71.35,  ,  ,  , -0.2
21:45:06, 68, 2, 101735, 0.00, 27.70, 16.10, 71.35,  ,  ,  , -0.2
21:45:07, 68, 2, 101734, 0.00, 27.70, 16.10, 71.35,  , -37.794187, 144.962488, -0.2
21:45:08, 69, 3, 101726, 0.00, 27.70, 16.11, 71.35,  ,  ,  , -0.1
21:45:09, 69, 3, 101718, 0.00, 27.70, 16.12, 71.35,  ,  ,  , -0.1
21:45:10, 70, 4, 101710, 0.05, 27.70, 16.12, 71.30,  , -37.794192, 144.962488, 0
21:45:11, 70, 4, 101711, 0.05, 27.70, 16.14, 71.30,  ,  ,  , 0
21:45:12, 70, 4, 101712, 0.05, 27.70, 16.14, 71.25,  ,  ,  , 0
21:45:13, 70, 4, 101714, 0.80, 27.70, 16.18, 71.30,  , -37.794193, 144.962493, 0
21:45:16, 68, 2, 101735, 0.00, 27.70, 16.19, 71.25,  ,  ,  , -0.1
21:45:17, 67, 1, 101746, 0.00, 27.70, 16.20, 71.25,  , -37.794187, 144.962500, -0.1
21:45:17, 68, 2, 101731, 0.05, 27.70, 16.21, 71.30,  ,  ,  , 0
21:45:18, 70, 4, 101715, 0.05, 27.70, 16.23, 71.25,  ,  ,  , 0.1
21:45:19, 71, 5, 101700, 0.05, 27.70, 16.23, 71.25,  , -37.794177, 144.962515, 0.2
21:45:20, 71, 5, 101700, 0.00, 27.70, 16.23, 71.25,  ,  ,  , 0.2
21:45:21, 71, 5, 101701, 0.00, 27.70, 16.23, 71.30,  ,  ,  , 0.1
21:45:22, 71, 5, 101702, 0.00, 27.70, 16.23, 71.25,  , -37.794177, 144.962520, 0.1
21:45:23, 71, 5, 101702, 0.05, 27.70, 16.22, 71.25,  ,  ,  , 0.1
